sp500_monthly_log_return
0.01342302
0.02415046
0.02780928
0.02500130
-0.00826451
-0.01884873
0.01260521
0.01038431
-0.05303470
0.01083434
0.02132277
0.02500130
0.00410678
0.03226086
0.02739897
0.00000000
-0.00969940
-0.00586512
-0.01183446
-0.01801851
0.00403226
-0.00403226
0.02395324
0.00785859
0.00779731
-0.00779731
-0.01379332
0.00198216
-0.01395835
-0.00201005
0.00000000
-0.07953982
-0.09117929
-0.03645604
0.08989500
0.05287575
0.02960047
-0.01469072
-0.02786890
-0.02643326
-0.00447428
0.00000000
0.00223964
0.01553860
-0.00220507
0.00879127
-0.00658619
0.00000000
-0.00220507
0.01315808
0.01298720
-0.03947881
-0.02033968
0.00228050
0.00454546
-0.00911168
-0.01614799
0.01614799
0.00000000
0.02038576
0.01336323
-0.00221484
-0.03842281
-0.03756310
-0.00720291
-0.01212136
-0.04234755
-0.06301297
-0.00543480
-0.01925782
-0.00557105
-0.00841520
-0.06097680
-0.05223922
-0.07532201
0.00000000
-0.07410797
0.04301739
0.06782260
0.06043174
0.02137486
-0.01522099
-0.00307220
0.00000000
-0.02177380
0.01869213
0.02739897
0.00299850
0.02074148
0.02032000
-0.00865806
0.02008676
-0.01142870
-0.00287770
-0.00578036
0.03698857
0.03566908
-0.01630471
0.03234783
0.04410572
0.00506330
0.02000067
0.00739831
0.03619213
0.10346298
0.05204088
-0.00203046
0.03789087
0.01745922
0.01904819
-0.02290176
-0.08245875
0.00418411
0.04490550
0.03529778
-0.00192864
0.02854618
0.05119948
0.04018008
0.05820429
-0.00323625
0.01128134
-0.00321028
0.04403227
0.01223257
-0.03557993
-0.02390552
0.00803217
-0.01612938
0.00648300
-0.02951034
-0.01508830
-0.02220416
-0.00172861
0.00000000
-0.01218466
-0.00526779
0.05480824
0.02955880
0.00966191
-0.02762158
-0.04377803
0.00515023
-0.00515023
-0.02262934
0.01224862
0.02065478
-0.01718255
0.00862818
-0.01558473
-0.04643691
0.01090920
-0.02749944
0.01476042
-0.02222314
-0.03042060
0.02666825
-0.00376648
-0.04634034
-0.08449926
-0.04171845
0.00000000
0.06088837
-0.03215711
-0.03322565
-0.02047853
-0.00230150
-0.02331108
0.03019974
0.00228572
-0.00228572
-0.01150761
-0.00464038
0.03653374
0.05453914
-0.01282069
0.05644131
0.06301297
-0.00766287
0.00000000
0.01904819
-0.02097312
-0.01357926
-0.01972451
0.04479814
0.01512316
0.00747667
0.02573671
0.02509092
0.02447675
-0.02624823
-0.01069529
-0.00719428
0.02319462
0.02266880
0.01709443
-0.02923682
-0.02473624
-0.02536368
-0.01292723
-0.03402975
0.01904819
-0.00567646
0.00756147
-0.00566574
-0.03861484
0.00392928
0.01363215
-0.03143677
0.02561716
0.02117500
0.02446030
-0.00559181
-0.02077506
-0.01926842
0.01926842
0.01138532
-0.02097312
-0.00192864
0.02666825
0.01677579
-0.02054227
0.01312109
0.02392018
-0.01834914
-0.00930239
-0.00562326
0.01121507
-0.01121507
-0.00754721
0.02061929
0.04178628
-0.00714289
-0.00719428
-0.02374541
-0.01677579
-0.04616204
-0.07562335
-0.02363160
0.05085842
0.01232048
-0.01853812
0.03272276
-0.00403226
-0.02040887
-0.01663240
0.03299268
0.07801225
0.00000000
